sla_event_id,ticket_id,sla_policy_name,metric,sla_applied_at,target,in_business_hours,sla_breach_at,sla_elapsed_time,is_active_sla,is_sla_breach,ticket_group,ticket_brand,ticket_form,requester_organization,ticket_channel
1675,153705,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 13:54:53.000000,500,TRUE,2023-07-21 21:54:53.000000,1299,FALSE,TRUE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vintage Vino Wineries,web
1676,152185,Paper Tier 2 SLA - Support,next_reply_time,2023-07-12 15:20:09.000000,500,TRUE,2023-07-13 23:20:09.000000,7,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Elegant Events Planners,web
1677,155002,Paper Tier 2 SLA - Support,next_reply_time,2023-07-31 13:29:03.000000,500,FALSE,2023-08-01 21:29:03.000000,48,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Starry Night Campgrounds,web
1678,152703,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 13:40:02.000000,500,TRUE,2023-07-25 21:40:02.000000,104,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Regal Furnishings,web
1679,151439,Paper Tier 2 SLA - Support,next_reply_time,2023-07-06 20:08:42.000000,500,FALSE,2023-07-08 04:08:42.000000,0,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,SkyHigh Constructions,web
1680,150416,Paper Tier 2 SLA - Support,next_reply_time,2023-07-07 17:05:11.000000,500,TRUE,2023-07-09 01:05:11.000000,2,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,CityView Real Estates,web
1681,156326,Paper Tier 2 SLA - Support,next_reply_time,2023-08-04 08:37:16.000000,500,TRUE,2023-08-05 16:37:16.000000,1,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Summit Sports Gear,web
1682,151219,Paper Tier 2 SLA - Support,next_reply_time,2023-07-13 22:00:37.000000,500,TRUE,2023-07-15 06:00:37.000000,74,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Omega Financial Solutions,email
1683,156857,Paper Tier 2 SLA - Support,next_reply_time,2023-08-07 11:59:48.000000,500,FALSE,2023-08-08 19:59:48.000000,2,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,web
1684,156360,Paper Tier 2 SLA - Support,next_reply_time,2023-08-08 07:40:58.000000,500,FALSE,2023-08-09 15:40:58.000000,23,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Omega Financial Solutions,web
1685,149470,Paper Tier 2 SLA - Support,next_reply_time,2023-07-17 11:50:51.000000,500,TRUE,2023-07-18 19:50:51.000000,84,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,email
1686,148972,Paper Tier 2 SLA - Support,next_reply_time,2023-07-10 09:38:13.000000,500,TRUE,2023-07-11 17:38:13.000000,166,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,web
1687,149487,Paper Tier 2 SLA - Support,next_reply_time,2023-07-05 10:09:21.000000,500,FALSE,2023-07-06 18:09:21.000000,0,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PrimePrint Publishers,web
1688,157179,Paper Tier 2 SLA - Support,next_reply_time,2023-08-09 15:26:54.000000,500,FALSE,2023-08-10 23:26:54.000000,40,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Palm Grove Resorts,web
1689,153088,Paper Tier 1 SLA - Support,next_reply_time,2023-07-18 04:05:57.000000,500,TRUE,2023-07-19 12:05:57.000000,90,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Bella Moda Boutiques,web
1690,151811,Paper Tier 1 SLA - Support,next_reply_time,2023-07-11 10:31:45.000000,500,TRUE,2023-07-12 18:31:45.000000,44,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PureSprings Water Co.,web
1691,155672,Paper Tier 1 SLA - Support,next_reply_time,2023-08-01 19:15:05.000000,500,FALSE,2023-08-03 03:15:05.000000,10,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PrimePrint Publishers,web
1692,153373,Paper Tier 1 SLA - Support,next_reply_time,2023-08-01 17:24:22.000000,500,TRUE,2023-08-03 01:24:22.000000,1,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PureSprings Water Co.,web
1693,151123,Paper Tier 1 SLA - Support,next_reply_time,2023-07-13 15:46:13.000000,500,FALSE,2023-07-14 23:46:13.000000,1,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Noble Tech Innovations,web
1694,151123,Paper Tier 1 SLA - Support,next_reply_time,2023-07-17 11:11:11.000000,500,TRUE,2023-07-18 19:11:11.000000,73,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NextGen Game Studios,web
1695,155485,Paper Tier 1 SLA - Support,next_reply_time,2023-07-31 04:57:21.000000,500,TRUE,2023-08-01 12:57:21.000000,53,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,DreamSpace Interiors,web
1696,151136,Paper Tier 1 SLA - Support,next_reply_time,2023-07-07 10:08:20.000000,500,FALSE,2023-07-08 18:08:20.000000,49,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Sunset Dining,web
1697,156546,Paper Tier 1 SLA - Support,next_reply_time,2023-08-07 23:40:51.000000,500,FALSE,2023-08-09 07:40:51.000000,190,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,ClearView Optics,web
1698,157059,Paper Tier 1 SLA - Support,next_reply_time,2023-08-10 08:22:03.000000,500,TRUE,2023-08-11 16:22:03.000000,173,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Stellar Sky Airlines,web
1699,155080,Paper Tier 1 SLA - Support,next_reply_time,2023-08-08 11:53:09.000000,500,FALSE,2023-08-09 19:53:09.000000,66264,FALSE,TRUE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FutureSoft Developers,web
1700,154323,Paper Tier 1 SLA - Support,next_reply_time,2023-07-26 17:02:01.000000,500,FALSE,2023-07-28 01:02:01.000000,11,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Nova Education Centers,web
1701,151311,Michael Scott Support,first_reply_time,2023-07-05 21:27:03.000000,500,TRUE,2023-07-07 05:27:03.000000,86,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Golden Grains Bakeries,web
1702,152594,Michael Scott Support,first_reply_time,2023-07-13 14:06:25.000000,500,TRUE,2023-07-14 22:06:25.000000,115,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NexaHome Furniture,web
1703,155857,Michael Scott Support,first_reply_time,2023-08-01 07:47:56.000000,500,FALSE,2023-08-02 15:47:56.000000,171,FALSE,FALSE,Pretzel Day Preparation,Dunder Mifflin Support,Dunder Mifflin Ticket Form,CityView Real Estates,web
1704,152333,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 12:36:42.000000,500,FALSE,2023-07-21 20:36:42.000000,219,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,GlobalTech Appliances,web
1705,153104,Paper Tier 2 SLA - Support,next_reply_time,2023-08-08 07:31:51.000000,500,FALSE,2023-08-09 15:31:51.000000,157,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,CityView Real Estates,web
1706,154646,Paper Tier 2 SLA - Support,next_reply_time,2023-08-03 12:18:03.000000,500,FALSE,2023-08-04 20:18:03.000000,63,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,SkyHigh Constructions,web
1707,156694,Paper Tier 2 SLA - Support,next_reply_time,2023-08-04 21:48:49.000000,500,TRUE,2023-08-06 05:48:49.000000,1,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BlueWave Marine Supplies,web
1708,155183,Paper Tier 2 SLA - Support,next_reply_time,2023-08-07 15:35:44.000000,500,TRUE,2023-08-08 23:35:44.000000,132,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,King's Coffee Roasters,web
1709,153152,Paper Tier 2 SLA - Support,next_reply_time,2023-07-19 13:59:21.000000,500,TRUE,2023-07-20 21:59:21.000000,779,FALSE,TRUE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
1710,155456,Paper Tier 2 SLA - Support,next_reply_time,2023-08-09 17:15:34.000000,500,FALSE,2023-08-11 01:15:34.000000,2,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,AquaFlow Utilities,email
1711,157504,Paper Tier 2 SLA - Support,next_reply_time,2023-08-10 15:16:14.000000,500,TRUE,2023-08-11 23:16:14.000000,57,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Nova Education Centers,web
1712,153667,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 17:55:38.000000,500,TRUE,2023-07-22 01:55:38.000000,99,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Majestic Jewelers,web
1713,153924,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 20:03:38.000000,500,TRUE,2023-07-26 04:03:38.000000,79,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vista Cinemas,web
1714,148046,Paper Tier 2 SLA - Support,next_reply_time,2023-07-05 19:31:58.000000,500,FALSE,2023-07-07 03:31:58.000000,4,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Summit Sports Gear,web
1715,154703,Paper Tier 2 SLA - Support,next_reply_time,2023-07-26 06:43:43.000000,500,TRUE,2023-07-27 14:43:43.000000,3,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Omega Financial Solutions,web
1716,156758,Paper Tier 2 SLA - Support,next_reply_time,2023-08-05 15:54:04.000000,500,TRUE,2023-08-06 23:54:04.000000,13,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
1717,156768,Paper Tier 2 SLA - Support,next_reply_time,2023-08-08 13:32:35.000000,500,TRUE,2023-08-09 21:32:35.000000,2,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Noble Tech Innovations,email
1718,152703,Paper Tier 2 SLA - Support,next_reply_time,2023-07-18 17:13:24.000000,500,FALSE,2023-07-20 01:13:24.000000,61,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,LightSpeed Delivery,web
1719,150402,Paper Tier 2 SLA - Support,next_reply_time,2023-07-12 15:29:26.000000,500,FALSE,2023-07-13 23:29:26.000000,1306,FALSE,TRUE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Sunset Dining,web
1720,153222,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 16:13:20.000000,500,TRUE,2023-07-26 00:13:20.000000,6,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Rainbow Textiles,email
1721,153990,Paper Tier 2 SLA - Support,next_reply_time,2023-07-21 08:12:57.000000,500,TRUE,2023-07-22 16:12:57.000000,131848,FALSE,TRUE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,ClearView Optics,web
1722,154778,Paper Tier 2 SLA - Support,next_reply_time,2023-07-27 16:22:45.000000,500,FALSE,2023-07-29 00:22:45.000000,6,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Noble Tech Innovations,email
1723,152988,Paper Tier 2 SLA - Support,next_reply_time,2023-07-18 23:35:09.000000,500,TRUE,2023-07-20 07:35:09.000000,39,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vintage Vino Wineries,web
1724,151723,Paper Tier 2 SLA - Support,next_reply_time,2023-07-17 19:59:00.000000,500,FALSE,2023-07-19 03:59:00.000000,736,FALSE,TRUE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vista Cinemas,web
1725,156858,Paper Tier 2 SLA - Support,next_reply_time,2023-08-08 15:58:01.000000,500,TRUE,2023-08-09 23:58:01.000000,0,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,AquaFlow Utilities,web
1726,156363,Paper Tier 2 SLA - Support,next_reply_time,2023-08-03 15:13:37.000000,500,FALSE,2023-08-04 23:13:37.000000,3,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Nova Education Centers,web
1727,153810,Paper Tier 2 SLA - Support,next_reply_time,2023-07-26 06:49:40.000000,500,FALSE,2023-07-27 14:49:40.000000,0,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NatureWalk Shoes,web
1728,154068,Paper Tier 2 SLA - Support,next_reply_time,2023-07-26 12:25:20.000000,500,TRUE,2023-07-27 20:25:20.000000,484,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Phoenix Motors,email
1729,154079,Paper Tier 2 SLA - Support,next_reply_time,2023-07-21 18:22:19.000000,500,TRUE,2023-07-23 02:22:19.000000,266,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Elegant Events Planners,web
1730,153066,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 06:40:54.000000,500,TRUE,2023-07-21 14:40:54.000000,838,FALSE,TRUE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Starry Night Campgrounds,web
1731,150523,Paper Tier 2 SLA - Support,next_reply_time,2023-07-12 20:10:12.000000,500,TRUE,2023-07-14 04:10:12.000000,509,FALSE,TRUE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FreshWave Juiceries,web
1732,156411,Paper Tier 2 SLA - Support,next_reply_time,2023-08-03 14:23:23.000000,500,TRUE,2023-08-04 22:23:23.000000,2,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,web
1733,155941,Paper Tier 1 SLA - Support,next_reply_time,2023-08-03 20:55:29.000000,500,FALSE,2023-08-05 04:55:29.000000,832,FALSE,TRUE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Noble Tech Innovations,web
1734,155469,Paper Tier 1 SLA - Support,next_reply_time,2023-08-01 00:00:36.000000,500,FALSE,2023-08-02 08:00:36.000000,954,FALSE,TRUE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Sunset Dining,web
1735,152162,Paper Tier 1 SLA - Support,next_reply_time,2023-07-19 17:23:35.000000,500,TRUE,2023-07-21 01:23:35.000000,1,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
1736,151943,Paper Tier 1 SLA - Support,next_reply_time,2023-07-12 14:53:17.000000,500,TRUE,2023-07-13 22:53:17.000000,47,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Palm Grove Resorts,email
1737,151184,Paper Tier 1 SLA - Support,next_reply_time,2023-07-06 10:29:13.000000,500,TRUE,2023-07-07 18:29:13.000000,446,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PureSprings Water Co.,web
1738,149139,Paper Tier 1 SLA - Support,next_reply_time,2023-07-07 13:09:42.000000,500,TRUE,2023-07-08 21:09:42.000000,27,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PureSprings Water Co.,web
1739,154562,Paper Tier 1 SLA - Support,next_reply_time,2023-08-01 13:47:15.000000,500,FALSE,2023-08-02 21:47:15.000000,10,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,AquaFlow Utilities,web
1740,151243,Paper Tier 1 SLA - Support,next_reply_time,2023-07-14 20:55:56.000000,500,FALSE,2023-07-16 04:55:56.000000,0,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,web
1741,150747,Paper Tier 1 SLA - Support,next_reply_time,2023-07-06 06:03:39.000000,500,FALSE,2023-07-07 14:03:39.000000,62,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,email
1742,152301,Paper Tier 1 SLA - Support,next_reply_time,2023-07-25 15:33:40.000000,500,FALSE,2023-07-26 23:33:40.000000,40,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Summit Sports Gear,email
1743,151810,Paper Tier 2 SLA - Support,next_reply_time,2023-07-11 11:58:56.000000,500,FALSE,2023-07-12 19:58:56.000000,246,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
1744,152333,Paper Tier 2 SLA - Support,next_reply_time,2023-07-18 15:58:21.000000,500,TRUE,2023-07-19 23:58:21.000000,51,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Evergreen Landscapes,web
1745,154129,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 17:59:08.000000,500,TRUE,2023-07-26 01:59:08.000000,38,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
1746,156690,Paper Tier 2 SLA - Support,next_reply_time,2023-08-08 15:52:11.000000,500,TRUE,2023-08-09 23:52:11.000000,0,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Rainbow Textiles,web
1747,153112,Paper Tier 2 SLA - Support,next_reply_time,2023-07-19 22:18:19.000000,500,FALSE,2023-07-21 06:18:19.000000,19,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Starry Night Campgrounds,web
1748,153122,Paper Tier 2 SLA - Support,next_reply_time,2023-07-21 12:00:34.000000,500,FALSE,2023-07-22 20:00:34.000000,2,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FreshWave Juiceries,web
1749,152875,Paper Tier 2 SLA - Support,next_reply_time,2023-07-25 18:11:50.000000,500,FALSE,2023-07-27 02:11:50.000000,1,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BrightMinds Academy,web
1750,151855,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 15:02:41.000000,500,TRUE,2023-07-25 23:02:41.000000,102,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Evergreen Landscapes,web
1751,154928,Paper Tier 2 SLA - Support,next_reply_time,2023-07-26 23:15:52.000000,500,FALSE,2023-07-28 07:15:52.000000,892,FALSE,TRUE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
1752,151605,Paper Tier 2 SLA - Support,next_reply_time,2023-07-07 12:13:48.000000,500,TRUE,2023-07-08 20:13:48.000000,14,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
1753,154938,Paper Tier 2 SLA - Support,next_reply_time,2023-07-27 14:26:41.000000,500,TRUE,2023-07-28 22:26:41.000000,902,FALSE,TRUE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,web
1754,150844,Paper Tier 2 SLA - Support,next_reply_time,2023-07-13 07:19:50.000000,500,FALSE,2023-07-14 15:19:50.000000,189,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NexaHome Furniture,email
1755,151613,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 10:26:43.000000,500,TRUE,2023-07-21 18:26:43.000000,2,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,web
1756,153407,Paper Tier 2 SLA - Support,next_reply_time,2023-07-18 19:18:20.000000,500,FALSE,2023-07-20 03:18:20.000000,3,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,DreamSpace Interiors,web
1757,153667,Paper Tier 2 SLA - Support,next_reply_time,2023-08-07 19:30:46.000000,500,FALSE,2023-08-09 03:30:46.000000,53903,FALSE,TRUE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NatureWalk Shoes,web
1758,146504,Paper Tier 2 SLA - Support,next_reply_time,2023-07-10 09:18:31.000000,500,TRUE,2023-07-11 17:18:31.000000,130,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Phoenix Motors,web
1759,146504,Paper Tier 2 SLA - Support,next_reply_time,2023-07-12 09:34:40.000000,500,FALSE,2023-07-13 17:34:40.000000,1,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,PrimePrint Publishers,web
1760,153941,Paper Tier 2 SLA - Support,next_reply_time,2023-07-27 14:46:04.000000,500,TRUE,2023-07-28 22:46:04.000000,1,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,SkyHigh Constructions,email
1761,152666,Paper Tier 2 SLA - Support,next_reply_time,2023-07-13 20:40:24.000000,500,TRUE,2023-07-15 04:40:24.000000,169,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,King's Coffee Roasters,web
1762,155491,Paper Tier 2 SLA - Support,next_reply_time,2023-08-02 07:28:28.000000,500,TRUE,2023-08-03 15:28:28.000000,26,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Majestic Jewelers,email
1763,153716,Paper Tier 2 SLA - Support,next_reply_time,2023-07-20 21:08:26.000000,500,TRUE,2023-07-22 05:08:26.000000,55,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Noble Tech Innovations,web
1764,150648,Paper Tier 2 SLA - Support,next_reply_time,2023-07-05 15:36:57.000000,500,FALSE,2023-07-06 23:36:57.000000,14,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BlueWave Marine Supplies,web
1765,152697,Paper Tier 2 SLA - Support,next_reply_time,2023-07-14 16:28:08.000000,500,FALSE,2023-07-16 00:28:08.000000,13,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Elegant Events Planners,web
1766,153213,Paper Tier 2 SLA - Support,next_reply_time,2023-07-21 17:47:45.000000,500,FALSE,2023-07-23 01:47:45.000000,8,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,web
1767,150928,Paper Tier 2 SLA - Support,next_reply_time,2023-07-17 18:07:44.000000,500,TRUE,2023-07-19 02:07:44.000000,212,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Crystal Clear Cleaners,web
1768,154011,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 10:53:57.000000,500,FALSE,2023-07-25 18:53:57.000000,6,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vintage Vino Wineries,web
1769,154011,Paper Tier 2 SLA - Support,next_reply_time,2023-07-24 12:19:32.000000,500,TRUE,2023-07-25 20:19:32.000000,1281,FALSE,TRUE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FutureSoft Developers,web
1770,150698,Paper Tier 2 SLA - Support,next_reply_time,2023-07-04 15:04:31.000000,500,FALSE,2023-07-05 23:04:31.000000,111,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,email
1771,156858,Paper Tier 2 SLA - Support,next_reply_time,2023-08-10 05:46:00.000000,500,FALSE,2023-08-11 13:46:00.000000,147,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Evergreen Landscapes,web
1772,156103,Paper Tier 2 SLA - Support,next_reply_time,2023-08-10 12:53:43.000000,500,TRUE,2023-08-11 20:53:43.000000,107,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
1773,156103,Paper Tier 2 SLA - Support,next_reply_time,2023-08-09 18:01:27.000000,500,TRUE,2023-08-11 02:01:27.000000,250,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BlueWave Marine Supplies,web
1774,152271,Paper Tier 2 SLA - Support,next_reply_time,2023-07-12 07:17:41.000000,500,TRUE,2023-07-13 15:17:41.000000,17,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
1775,153040,Paper Tier 2 SLA - Support,next_reply_time,2023-07-18 08:10:33.000000,500,TRUE,2023-07-19 16:10:33.000000,62,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vintage Vino Wineries,web
1776,155345,Paper Tier 2 SLA - Support,next_reply_time,2023-07-31 09:44:29.000000,500,TRUE,2023-08-01 17:44:29.000000,0,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Crestway Hotels,web
1777,151507,Paper Tier 2 SLA - Support,next_reply_time,2023-07-07 16:17:34.000000,500,FALSE,2023-07-09 00:17:34.000000,17,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Pulse Advertising Agency,web
1778,151767,Paper Tier 2 SLA - Support,next_reply_time,2023-07-10 11:03:19.000000,500,TRUE,2023-07-11 19:03:19.000000,660,FALSE,TRUE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,LightSpeed Delivery,web
